name;gender;Great Britain;Ireland;U.S.A.;Italy;Malta;Portugal;Spain;France;Belgium;Luxembourg;the Netherlands;East Frisia;Germany;Austria;Swiss;Iceland;Denmark;Norway;Sweden;Finland;Estonia;Latvia;Lithuania;Poland;Czech Republic;Slovakia;Hungary;Romania;Bulgaria;Bosnia and Herzegovina;Croatia;Kosovo;Macedonia;Montenegro;Serbia;Slovenia;Albania;Greece;Russia;Belarus;Moldova;Ukraine;Armenia;Azerbaijan;Georgia;Kazakhstan/Uzbekistan,etc.;Turkey;Arabia/Persia;Israel;China;India/Sri Lanka;Japan;Korea;Vietnam;other countries
Keit;F;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keita;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4;;;
Keitarou;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;
Keith;M;-2;-4;-3;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keiu;F;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keizo;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;
Ke+Ji;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Jia;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Jian;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;
Ke+Jin;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Jun;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;
Ke+Ke;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Lan;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Kelby;M;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keld;M;;;;;;;;;;;;;;;;;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keler;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;
Ke+Li;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;
Ke+Liang;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Kelig;?;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ke+Lin;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;
Kell;M;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kellen;M;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kelley;?F;;-8;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kelley;?;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kelli;F;;;-5;;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kelli;?F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kellie;F;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kellie;?F;-8;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kelly;F;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kelly;?F;-4;-7;-3;;-7;;;;-5;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kelmend;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;
Kelment;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;
Ke+Long;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Kelsea;F;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kelsey;?F;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kelsi;F;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kelsie;F;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kelton;M;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kelvin;M;-6;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kelvyn;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kemal;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3;;-6;-6;-6;;;;;;;;;;;;;-2;;;;;;;;
Kemalettin;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;
Ke+Meng;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Min;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Ming;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;
Ken;M;-8;-6;-6;;;;;;-6;;;;;;;;-5;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3;;;
Ken;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;
Kenan;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3;;;-6;-7;;;-8;;;;;;;-3;;;-3;;;;;;;;
Kendal;?F;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kendal;?M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kendall;?;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kendell;?M;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kendra;F;-8;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kendrick;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kendy;?F;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keng;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Kengo;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;
Ken+I;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Kenia;F;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ken'ichi;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;
Kenichi;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2;;;
Kenichiro;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;;;
Kenichirou;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;
Kenisha;F;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenji;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1;;;
Kenjiro;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;;;
Kenkichi;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;
Kenley;M;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenn;M;-8;;-8;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenna;F;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kennan;M;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kennedi;?;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kennedy;?F;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kennedy;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kennert;M;;;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kennet;M;;;;;;;;;;;;;;;;;-6;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenneth;M;-1;-3;-1;;-4;;;;-6;;;;;;;;-2;-4;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenney;M;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kennie;M;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kennith;M;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenny;M;;;-6;;;;;;;;;;;;;;-6;-8;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keno;M;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenrick;M;-8;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kensaku;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;
Kensuke;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;;;
Kent;M;;;-5;;;;;;;;;;;;;;-4;-8;-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenta;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4;;;
Kentaro;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3;;;
Kentarou;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;
Kenth;M;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kento;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;
Kenton;M;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenul;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;;;;
Kenya;?F;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenya;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;
Kenyatta;?;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenyon;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenza;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;
Kenzi;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;
Kenzie;F;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenzo;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;
Keon;M;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keon;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;
Kepa;M;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ke+Ping;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;
Ke+Qi;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Qian;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Qiang;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;
Ke+Qin;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;
Ke+Qing;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Quan;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Kera;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;
Keramettin;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;
Keran;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerana;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;
Ke+Rang;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Keranka;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerasoula;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;
Kerdo;M;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerem;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-4;-8;;;;;;;
Keren;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2;;;;;;
Keri;F;-8;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerica;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerim;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;-7;;;;;;;;;;;-7;;-7;-5;-8;;;;;;;
Keritza;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerka;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerkyra;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;
Kerle;F;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerli;F;;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerly;F;;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerman;M;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;
Kermit;M;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kern;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerr;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerri;F;;-6;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerri;?F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerrie;F;-8;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerrin;F;-8;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerry;?F;-4;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerry;?;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kersten;?;;;;;;;;;;;;-7;-7;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kersti;F;;;;;;;;;;;;;;;;;-8;;-7;;-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerstien;F;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerstin;F;;;;;;;;;;;;-2;-1;-4;-6;;-7;-8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kert;F;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerti;F;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerttu;F;;;;;;;;;;;;;;;;;;;;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerttuli;F;;;;;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kertu;F;;;;;;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerwin;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kerys;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ke+Sen;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Kesha;F;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keshawn;M;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ke+Sheng;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Keshia;F;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ke+Shu;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Song;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Kester;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kęstutis;M;;;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keta;F;;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ke+Tai;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ketel;M;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ketevan;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;
Kethe;F;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ketheeswaran;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;
Keti;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;-4;;;;-5;;;;;;-8;;;;;;;;;;;;
Ketil;M;;;;;;;;;;;;;;;;;-8;-4;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ketill;M;;;;;;;;;;;;;;;;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ketlin;F;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ketrin;F;;;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kettil;M;;;;;;;;;;;;;;;;;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ketty;F;;;;-8;;;;;;;;;;;;;-4;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keum;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3;;
Keum+Ja;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;
Keum+Young;?M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;
Keun;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2;;
Keun+Young;?M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;
Kev;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kevan;M;-7;-8;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keven;M;-8;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kevin;M;-2;-1;-2;;-3;;;-3;-4;-7;;-7;-6;-7;-6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;
Kevina;F;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kevon;M;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kevser;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;;;;;;;;
Kevyn;?M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kewal;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;;;;
Ke+Wang;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Wei;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;
Ke+Wen;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Wu;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Xian;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Xiang;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Xin;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7;;;;;
Ke+Xing;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Xiong;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Xiu;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Xue;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Key;M;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;
Ke+Ya;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Yan;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Yang;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Yao;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
Ke+Yi;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6;;;;;
Keyla;F;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keyon;M;;;-8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ke+Yong;?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-8;;;;;
